c11,c12,c22,p10_5,p20_5
-0.2035091330126899,-0.22262648685065434,-0.37441529540076907,-1.285707363914324,0.22570284414626482
-0.08478111839126887,-0.16282009570590766,-0.2649571928888556,-0.7771245139335893,0.7838774282101886
-14.40008515130486,-12.338851126206906,-10.73679533650793,-58.094892909141905,-48.58666499087604
-0.41663978109745026,-0.34826116379465216,-0.4876722204237665,-1.4425173075197415,-0.014504863306348125
0.032567747746682904,-0.048367268263947445,-0.33889292085133965,-1.1845793033935008,-0.02072401030574452
0.1574856475515826,-0.13121683182979704,-0.23142549473172477,-1.0131002832883516,0.8677751263499607
-0.12199271024728096,-0.1747640667225636,-0.3104340692592478,-0.6250566155014262,0.6591880299265035
0.13551360972573534,-0.10853155986591541,-0.28559395335628496,-1.1520917850815486,0.6611207265145965
-0.5600034737507741,-0.5558294192669939,-0.6262041204729805,-1.6284164861808532,0.047404746100929485
0.12148144114862867,-0.09326408536861236,-0.281720142689959,-0.964402406444536,0.6601760286144926
-0.10589945700833032,-0.13171007063164755,-0.31915771012817434,-1.1259841270811959,0.20607934978309106
-0.048430110293120145,-0.2059096834961749,-0.33230175173995435,-1.1071715765218402,0.5834561413604944
0.04881900069065545,-0.12064620599428054,-0.29524143635080463,-1.1319644478902207,0.6616317525044038
-0.023896009417623907,-0.09475043033493818,-0.3632936330907325,-1.1433763928433494,-0.028447083431720584
-0.7179835980344444,-0.6074022808548974,-0.6113870797555147,-1.3695889577131193,0.2651918304632539
-13.497312668827536,-9.327639744789796,-6.646435767962291,-35.69454013180635,-23.66678738480934
-9.371170102808172,-7.163125928127638,-5.613344938109695,-14.241120767734277,-9.714743713191528
-0.0988022254377262,-0.07523840457125373,-0.34958804348516354,-1.244863613031611,-0.19310757886296498
-0.9224132614962205,-0.8792624434438777,-0.7747114636014295,-0.26126332451253687,1.4940634496566265
0.049655512265332324,-0.11906911118578915,-0.2860419575128314,-1.0169394702053296,0.6017048854461803
-0.25561397149892573,-0.2747978786407701,-0.18784001388574398,-0.05892719498599926,1.4480507220665946
0.08995293126020068,-0.10600150761668864,-0.292295721610253,-1.149883650336492,0.5978981253067565
-0.3925108674796454,-0.24535007287947183,-0.08286924259884697,0.5599298518046355,1.9525035398377235
-0.1418564835796493,-0.167203720603584,-0.3779491164252356,-1.316010449150471,-0.07528616986964631
-0.017242255759834246,-0.18434394814702382,-0.23614296165529422,-0.9207241044012054,0.979947474058199
-8.18381098982944,-6.432835409961856,-5.291546801929997,-27.151439761726962,-20.420192777124353
-0.06657528229472007,-0.204745548942755,-0.32269591798345304,-1.1127239333427488,0.5729517825506368
0.15531053084216428,-0.12858018150325295,-0.26792617013517267,-1.2442322869927056,0.7710338635799248
-0.31947162713837357,-0.3121021896770622,-0.4348889994827918,-1.4208086214716467,0.19579444151473446
-0.15274210193053073,-0.2414961449996165,-0.35041696357921237,-0.9433568482718084,0.670153173148007
-150.57717053201827,-94.16685119371272,-59.08834127595026,-291.87440275176976,-181.5849811055208
-1.703104977553556,-1.305029239307882,-1.0148081512925096,-0.21129699467097773,1.3184419625908512
0.1645393612632447,-0.0964238575054907,-0.2907386761110075,-1.0820403532774574,0.5631535597744353
0.1437127288952325,-0.08123735902712667,-0.31003223114469586,-1.16267327542377,0.40530673258637295
0.18749078804618108,-0.14552176549041174,-0.25148411474408905,-1.3523689912677739,0.8478240784903802
0.15815872144147958,-0.10464409779410579,-0.2834246681608487,-1.1222045114070494,0.6004122675101191
0.0036689970379805356,-0.06768616470655166,-0.357575486034564,-1.3100998474500618,-0.3731401107729175
-2.325187824572022,-2.3573565597620774,-2.4061360137269734,-3.399583456259691,-1.6790987902243582
-0.632889557532576,-0.41296423686237954,-0.5181797336558163,-1.7894857694899442,-0.3626853587761568
0.15660630606387074,-0.13446757116246974,-0.27121391556638935,-1.2070832898330872,0.665674112024587
0.1444543689873344,-0.12082208111078864,-0.27718196027330866,-1.1296886682977785,0.573135406242149
0.2003207257094825,-0.14062008510714355,-0.23751084894120045,-1.1611347468388389,0.8870389390563239
-0.506995194611423,-0.4550848225864406,-0.6027960880861897,-1.6908574819411943,-0.3929914328989714
-106.65112912971874,-57.96855845380641,-31.780794072174135,-315.5535223058029,-170.85663098643292
-12.073940169176577,-8.076737587773207,-5.64183274463016,-28.61808816780028,-18.296083274093014
-199.82577962836407,-99.71767353828609,-49.770488231077266,461.9621575756263,231.68779781592642
-0.36328910170813616,-0.32473986684536255,-0.47124431209169776,-1.4786206163065958,-0.015365257336139124
0.15480911631533642,-0.11437186077421438,-0.261502729347075,-0.9824191968799938,0.7453200551202341
-2.4489986527158707,-2.071980885647162,-1.949883297345011,-7.571299956159253,-5.336551195676258
-2.6697742552405144,-2.609722113539427,-2.4727013987162363,1.1866107998134716,2.77780988014126
-0.11270700911555095,-0.3280460713600444,-0.16607020357489485,-0.14586286612789665,1.5635910463933476
0.16731485312237251,-0.10676066952354127,-0.2883187194330171,-1.2034722494340324,0.599040356767826
-4.118531981246607,-3.0042302776128,-2.235331877334754,-0.345278643829848,1.1080937781322586
-0.2628486930014719,-0.28489297441807715,-0.4735007946958905,-1.6635818398856743,-0.2505118905561884
0.009236746894212085,-0.05933243746011594,-0.3495825196724651,-1.1960944625204155,-0.23412055602507315
-0.49308237474429567,-0.49384665797188126,-0.5614449688126809,-1.3051968335628907,0.4205529594801318
0.048440889268806284,-0.05245013898777059,-0.3329060715405592,-1.0782343587464127,0.10329608410679628
-22.997638524341852,-17.858770209384623,-14.03854397010604,-56.81060020781914,-42.964340421535645
-0.24434355141446837,-0.34562477130306657,-0.40512383546846076,-1.0053778722514257,0.7094368501845995
-0.14375074701707968,-0.12598179181963365,-0.3583478013957482,-1.1030796273864358,0.014072589470855792
-2.2301387401512316,-2.039322569571305,-1.8881332879559392,-4.671269517634789,-2.4901226221194466
-0.011859456662159294,-0.10244486744902333,-0.30306157604349293,-0.8860395845534159,0.497433642563591
-0.11894135987591198,-0.243884828173385,-0.21267740956456235,-0.6356072225545812,1.2740470909903239
-0.200149822721052,-0.11717866993277012,-0.31437378092570306,-1.2087832348738519,0.031099588627834216
-90.88144014787736,-56.52870018205487,-35.41998150934986,-304.01736774381254,-188.36829823035063
0.16805617123186306,-0.11417794497313902,-0.24495497259251614,-0.7709721261185856,0.7458345919799277
-4.144432989276585,-3.666177182599176,-3.164239796164364,2.260581660898384,3.590995000244976
-0.2251681953977673,-0.16210227991400433,-0.37629737348227693,-1.3637485738282027,-0.0703855414622369
0.04316701080955285,-0.09170919712346737,-0.33218107492943183,-1.180805343849606,0.2766333611106297
0.04028759587064965,-0.10217321299727386,-0.3210255955146671,-1.039173223627058,0.44350260870255337
-141.5491356263788,-99.94657239401464,-70.74561330590001,-227.18367284592057,-159.25188018203914
-0.2493727715525543,-0.24313256770277672,-0.40345570366561384,-1.368858516750102,0.05051698617924593
0.21141527184355252,-0.14920906246387228,-0.2366088146985724,-1.2693596158569056,0.9528693576767442
0.18943992231852008,-0.11743011742753225,-0.2717692948237498,-1.264249395468683,0.7894591744606138
-0.053069243244123356,-0.09819768117001787,-0.34930534869107943,-1.1444438354060464,0.06955365163606374
0.07457864945042064,-0.038252378562014855,-0.3361470117565142,-1.0516648139301792,0.04747443546525434
-1.4605938761570008,-0.8745252505614819,-0.7984395833444492,-4.914989728775049,-2.2934598237619555
-0.12335402029634186,-0.20380270799379574,-0.3604254981069985,-1.1219498495565794,0.5992529730471411
-0.2661028389944561,-0.2840633134276998,-0.12475273953805592,0.5083326620347643,1.8653420687428726
-0.3662931686764216,-0.17894123985740454,-0.04456206344421064,0.4909895094657481,1.947820753696079
